DateTime	X
3/15/2014 12:35	60.64099597
3/25/2014 10:51	54.02491496
4/16/2014 18:38	88.14981876
5/10/2014 13:19	60.81329619
5/15/2014 19:54	95.72724981
5/30/2014 7:33	71.50824832
7/6/2014 6:46	73.94806447
7/18/2014 17:03	78.48413861
7/29/2014 8:26	63.24796641
8/17/2014 8:02	92.80305661
8/22/2014 13:31	59.4788054
9/16/2014 6:50	82.41930891
9/26/2014 0:19	97.59738194
10/14/2014 14:20	98.02825141
10/20/2014 3:57	74.55833864
10/26/2014 12:17	77.55400344
10/30/2014 1:20	98.95606808
11/8/2014 21:04	88.78510127
11/13/2014 8:19	83.10807618
11/29/2014 18:50	55.11824375
1/12/2015 1:57	100.9194922
1/15/2015 20:05	64.93712296
1/17/2015 21:40	58.28515072
3/5/2015 4:21	53.64926412
3/22/2015 23:52	58.38041099
4/10/2015 14:12	56.17281422
4/17/2015 22:53	98.58240328
5/31/2015 14:48	76.72698309
8/26/2015 11:08	71.3777516
8/31/2015 5:27	97.50918241
9/25/2015 21:12	66.78772482
10/1/2015 22:58	54.84971118
10/8/2015 20:38	57.70905253
10/15/2015 1:23	84.0867437
1/27/2016 6:50	93.86681111
2/9/2016 5:43	94.78215027
2/21/2016 21:25	58.7807994
3/9/2016 21:26	65.70399763
8/19/2016 5:01	54.81345523
8/28/2016 8:18	74.12545575
9/18/2016 8:02	85.98671482
10/29/2016 22:06	57.26694688
11/11/2016 2:46	75.83567972
11/20/2016 17:05	60.04955941
11/27/2016 2:39	80.6269359
2/22/2017 9:30	98.41043634
5/4/2017 15:33	96.16097147
6/24/2017 14:38	60.19354509
7/11/2017 11:55	90.54507675
7/19/2017 7:15	88.97732796
