DateTime	Y
3/15/2014 12:35	98.66583313
3/25/2014 10:51	63.24236876
4/16/2014 18:38	184.1933691
5/10/2014 13:19	107.7930275
5/15/2014 19:54	186.8889008
5/30/2014 7:33	151.1420017
7/6/2014 6:46	166.6889157
7/18/2014 17:03	179.1059468
7/29/2014 8:26	115.1274505
8/17/2014 8:02	186.3620712
8/22/2014 13:31	109.293184
9/16/2014 6:50	179.9146182
9/26/2014 0:19	187.271967
10/14/2014 14:20	188.672126
10/20/2014 3:57	176.0805096
10/26/2014 12:17	179.2216614
10/30/2014 1:20	190.399701
11/8/2014 21:04	184.4864429
11/13/2014 8:19	182.1668226
11/29/2014 18:50	77.02534965
1/12/2015 1:57	189.8652666
1/15/2015 20:05	121.2693064
1/17/2015 21:40	94.77035862
3/5/2015 4:21	69.90705212
3/22/2015 23:52	87.67444974
4/10/2015 14:12	62.3392026
4/17/2015 22:53	188.9369063
5/31/2015 14:48	178.0028504
8/26/2015 11:08	161.2773607
8/31/2015 5:27	189.1248761
9/25/2015 21:12	127.3390399
10/1/2015 22:58	73.34813922
10/8/2015 20:38	90.4131439
10/15/2015 1:23	182.2114851
1/27/2016 6:50	187.1589152
2/9/2016 5:43	187.8805901
2/21/2016 21:25	92.94212164
3/9/2016 21:26	117.1176184
8/19/2016 5:01	71.21810702
8/28/2016 8:18	169.510797
9/18/2016 8:02	183.6539784
10/29/2016 22:06	87.56129768
11/11/2016 2:46	176.9647683
11/20/2016 17:05	98.05411641
11/27/2016 2:39	179.5004089
2/22/2017 9:30	190.6278091
5/4/2017 15:33	188.8121065
6/24/2017 14:38	104.301791
7/11/2017 11:55	184.8207311
7/19/2017 7:15	184.8752507
