DateTime	y
2/7/2013 13:00	82.4745976
2/10/2013 12:00	79.33595911
2/13/2013 10:30	121.9907178
2/16/2013 10:15	124.1531393
2/19/2013 12:00	50.20783781
2/23/2013 13:00	79.90740383
3/5/2013 13:00	118.5509898
3/8/2013 16:00	198.3052518
3/10/2013 10:00	114.4656152
3/10/2013 19:00	68.85081066
3/11/2013 10:30	117.1230793
3/11/2013 18:00	149.4989597
3/12/2013 7:30	135.1172488
3/13/2013 13:00	168.4427705
3/14/2013 9:45	137.6387882
3/15/2013 10:00	118.0274818
3/15/2013 19:00	89.15247313
3/16/2013 10:00	258.1081575
3/20/2013 11:00	216.2403159
3/20/2013 14:30	432.2225958
3/23/2013 12:00	266.9248085
3/26/2013 11:30	308.9437167
4/2/2013 13:30	588.8573394
4/6/2013 11:00	258.8325107
4/10/2013 15:20	466.1627669
4/11/2013 9:30	414.4689973
4/12/2013 10:30	259.6818987
4/15/2013 11:30	493.4791731
4/17/2013 8:00	404.8427744
4/18/2013 8:00	652.4634023
4/18/2013 12:00	845.2522522
4/18/2013 14:53	919.5560828
4/18/2013 18:00	1110.331195
4/19/2013 12:00	970.0037674
4/19/2013 19:00	770.538482
4/23/2013 8:15	619.0940708
4/24/2013 9:30	2176.653954
4/25/2013 9:45	1454.626874
4/26/2013 18:25	1008.587408
4/29/2013 12:45	1435.802733
4/30/2013 10:00	1347.667529
5/2/2013 10:00	1246.711385
5/3/2013 18:15	1170.776812
5/4/2013 8:30	1466.000349
5/5/2013 12:00	2072.730706
5/8/2013 9:30	1338.847746
5/10/2013 13:00	2411.748067
5/14/2013 19:30	1488.298608
5/17/2013 9:05	1047.256018
5/17/2013 9:20	4416.455699
